Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Trees,Random Forest,Random Forest,,1.3474117299710304,0.8700403389398256,2.0147563513466302,0.9120496565056944,0.477162141931003,0.1905328154214266,0.39660705851564004,0.0697407337604477,-4.607372491595228,0,dominant_model,14
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Trees,XGBoost,XGBoost,,1.773530123798082,1.2631927899616522,3.04877601086307,0.8617007228964265,0.4338796932174875,0.2059366195623923,0.53159452421254,0.0700983878792481,-4.2480551651715155,1,intermediate_model,12
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Trees,Decision Tree,Decision Tree,,1.69155912293381,0.978463993156404,2.28097427024458,0.8547112655551239,0.7216298631457329,0.1936514044147094,0.44095120154267997,0.1337838983967742,-4.446524660888261,1,intermediate_model,12
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Linear Regression,Linear Regression,Linear Regression,,1.9381234350931016,1.5167884257229844,3.57328560827226,0.8326114237160794,0.4337439756710397,0.4361419634293905,0.9460434140734,0.1012895367973392,-4.062019383851994,3,intermediate_model,11
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,Transformer,Transformer_1.0,1.0,2.100097151231643,1.5546041795684078,3.66787714816861,0.7820179328109299,0.789782854896299,0.4180087935628963,0.8185106720443499,0.2014916117687069,-3.9894151540669434,4,intermediate_model,10
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,Transformer,Transformer_7.0,7.0,2.572617621335154,1.8814809230543788,4.243176071636641,0.1156949304766874,2.592266974908645,1.7121740947348527,3.45918445484484,1.6287597076927731,-3.575399801725906,5,intermediate_model,9
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,5.912313366806248,4.991115958981395,11.49214486199618,-0.612564827139083,1.6688135111459137,1.503982072236617,3.19430552636515,1.0838981904820404,-0.7937877679241042,6,intermediate_model,8
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,GRU,GRU_1.0,1.0,7.451457879119752,6.285928823889754,14.531403363656151,-1.4344810828843084,1.596009589932755,1.4882669408688507,3.2550194124286502,1.1409322247189029,0.5050227959379876,7,intermediate_model,7
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,8.9850103643916,8.254584635589104,18.47755574924859,-4.497655704776448,3.934498412393791,4.013443325599688,8.5100312899112,6.61152086815942,2.5512527971379555,8,intermediate_model,2
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,GRU,GRU_7.0,7.0,9.2164292621127,8.054662454169398,17.952910810050728,-4.902754391944844,4.408682677669518,4.264573445183692,8.8395160639996,7.1111221653858925,2.562972384674857,8,intermediate_model,2
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,9.284901691524038,7.754365285547768,17.77895474444581,-2.713635130445929,1.63689420640455,1.399460593516082,3.0027547070346503,1.6262135357370846,2.042299639444176,8,intermediate_model,4
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,MLP,MLP,,9.659146579185398,8.177143300684484,18.78811331788012,-3.1615169758935022,2.428399410418949,2.3728252651872097,5.52673012678253,2.4344267652541784,2.472117733733433,9,intermediate_model,3
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,LSTM,LSTM_1.0,1.0,10.41807405597764,8.65414351951785,20.00549527671224,-3.667480121898562,2.1126726554599973,1.845940667809019,3.89337229364961,1.9146095405461143,3.049810096569765,10,intermediate_model,2
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,12.177547471841187,10.161666785677408,23.58372551470394,-8.745759897312672,5.082357263274179,3.819246602744932,9.45829481409794,11.144890581018752,5.365304314483271,13,non_dominant_model,0
209,w,Blocking Time Series Split,Chemical + Mineralogical,Chemical,Neural Networks,LSTM,LSTM_7.0,7.0,12.90834712063543,9.368751465593611,22.20215584578234,-19.142161379797933,12.000158721911356,6.971078291519655,17.20623412592735,35.760796583714864,7.173794663242519,13,non_dominant_model,0
