Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_7.0,7.0,3.669458107246813,2.6829073840999262,6.408785863096431,0.4049717807396917,1.3547415223648598,1.010316416833596,2.40708939879687,0.493031154771905,-5.052551929220839,0,dominant_model,16
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_14.0,14.0,3.604041224156808,2.721473514287159,6.48234521189287,0.4187221260929331,1.5297341690875643,1.0650860173577172,2.61491270021578,0.5426776894049845,-5.0438538403925355,0,dominant_model,16
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,XGBoost,XGBoost,,3.676729106927732,2.937204708772545,6.98956272806727,0.4699860644520671,0.3187185476422948,0.3592800838197749,0.90192256258037,0.0753124748872581,-4.578418835523452,0,dominant_model,15
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,3.766534749775524,2.830869353315008,6.6859722530615295,0.4427744610884471,0.3750367809776598,0.3778574376999304,1.00109528546987,0.0940364091176248,-4.73056923510031,0,dominant_model,15
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Decision Tree,Decision Tree,,3.916371721989639,2.7875107811405435,6.59898674249257,0.3957220101003807,0.3507999518362467,0.3281501797103862,0.81449352145467,0.1033812718971433,-4.65214836167274,2,intermediate_model,15
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,4.24003649655325,3.042579734403324,7.24154867785112,0.29003377986719,0.4411768666590202,0.4403206047834121,1.02176902488547,0.1416521107472145,-3.738034857640219,5,intermediate_model,13
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Linear Regression,Linear Regression,Linear Regression,,4.1217628032847,3.15990318727995,7.50098269435974,0.3271814764293315,0.6296043475985785,0.4869163128077256,1.0325881682519,0.1731166961289693,-3.626642173275812,5,intermediate_model,13
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,5.524377903326205,4.031516137816547,9.3471053819604,-0.469906846980001,2.4901048431976776,1.3739534357296144,3.10566440836787,1.5242560178169944,-0.020602285179978877,7,intermediate_model,8
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_14.0,14.0,5.087345904927166,4.140691805752842,9.5371271913175,-0.1569983298979239,1.8159602506131156,1.5034175341608242,3.51689313452683,0.7711143675992118,-0.4601248331343272,7,intermediate_model,10
partner_i,partner_I,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_1.0,1.0,5.638517720849092,4.079374125775169,9.42855878206459,-0.655277527050465,3.079109345306991,1.6871409233321482,3.82442011089269,2.037885593516493,0.3298228302411306,8,intermediate_model,6
