Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Global Model,partner_i,"(367, 16)",,Chemical + Properties CS Less,MLP,Out of time Split,"{""Test Size"": 0.2}",0.9347941436791777,0.011674719725536473,0.7432569284908119,0.014769157571379293,0.016965299785340712,0.0003712435715117179,0.9688333479777516,0.0007784644184976678,1.8623139474393289,0.03228873179927469,1.3022656302521172,0.021271686944726746,0.03038384791510161,0.0005285275283138586,0.8533506996452881,0.0050711468461868536
