Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Local Model,partner_i,"(594, 32)",,Chemical + Mineralogical + CS7,Linear Regression,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",0.6107166815175745,0.04507489875602524,0.4798936619181191,0.04279538516593111,0.010073639423185529,0.0008823270362167049,0.6801875555146581,0.12441346442173845,1.051040370686541,0.17034469741350924,0.822988362994562,0.11535693591438007,0.017337979561315227,0.0024164603920884876,-0.7324024313905663,0.8429298783437267
Local Model,partner_i,"(594, 32)",,Chemical + Mineralogical + CS7,Linear Regression,Out of time Split,"{""Test Size"": 0.2}",0.7363344777672343,0.0,0.5678202409455985,0.0,0.011927544322597784,0.0,0.5887657627547463,0.0,1.3081203151828236,0.0,0.9491028238264163,0.0,0.019835543415946875,0.0,-0.022977556004035504,0.0
Local Model,partner_i,"(594, 32)",,Chemical + Mineralogical + CS7,Linear Regression,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",0.7883891370955508,0.014137439963349704,0.6102794561678796,0.010658570571428924,0.012802762335115597,0.0002251966691661745,0.5536166418500531,0.013545207514152887,0.8639281337373768,0.06300345461725991,0.6649265589278569,0.045756085659086225,0.013950281719548197,0.0009701117839316838,0.45465155172115157,0.06674873511412624
Local Model,partner_i,"(594, 32)",,Chemical + Mineralogical + CS7,Linear Regression,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",0.6791842745648551,0.07185676256188951,0.5241946037609446,0.05138548552451043,0.011033739932580219,0.0010672539286381462,0.5913640686326913,0.11582794224440839,1.0877413288008537,0.11196442592741147,0.8301440718216717,0.11576383887037457,0.0173631063648062,0.0025294063868338515,-0.24603385402545194,0.4818310922945885
