Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
partner_i,partner_i,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_7.0,7.0,3.669458107246813,2.6829073840999262,6.408785863096431,0.4049717807396917,1.3547415223648598,1.010316416833596,2.40708939879687,0.493031154771905,-4.068983779658078,0,dominant_model,43
partner_i,partner_i,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_14.0,14.0,3.604041224156808,2.721473514287159,6.48234521189287,0.4187221260929331,1.5297341690875643,1.0650860173577172,2.61491270021578,0.5426776894049845,-4.057206774171029,0,dominant_model,45
partner_ii,partner_ii,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,2.7499721721807058,2.227713301014197,5.29066973327041,0.1017149450273263,0.6109908213791722,0.6041029299262463,1.7758571396850003,0.523216482817838,-5.5258007333765455,0,dominant_model,39
partner_iv,partner_iv,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,3.4606849976708705,2.739071349937711,5.62918449232035,0.708199851786948,0.3841385258487252,0.3470645030886649,0.83515423298345,0.0770853706013332,-4.710032826960325,0,dominant_model,52
partner_ii,partner_ii,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,XGBoost,XGBoost,,2.7662237168823176,2.254216538260324,5.3793621986652695,0.0785239710745695,0.7014646245381881,0.7081343129682207,2.0615457361313196,0.6107835927643126,-5.43368808944777,1,intermediate_model,38
partner_iv,partner_iv,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Linear Regression,Linear Regression,Linear Regression,,3.576885178484866,2.7400661220107523,5.67616210200343,0.689685587489601,0.3638949488133457,0.2803830395624251,0.67592151169044,0.0749497658911703,-4.587788122762992,1,intermediate_model,49
partner_iv,partner_iv,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,3.554372141573496,2.752758382084848,5.72181389186696,0.6989414793605172,0.1563174649952518,0.171026134804671,0.27421258872541,0.0264729332391591,-4.5780039856918595,1,intermediate_model,50
partner_ii,partner_ii,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,2.8893606519357173,2.3311691823032925,5.57026388231522,0.0195899241817732,0.4983690960238225,0.5152403564824268,1.5384250222672802,0.4769847851166183,-5.143143648510652,2,intermediate_model,37
partner_i,partner_i,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Decision Tree,Decision Tree,,3.916371721989639,2.7875107811405435,6.59898674249257,0.3957220101003807,0.3507999518362467,0.3281501797103862,0.81449352145467,0.1033812718971433,-3.6880156923529444,5,intermediate_model,40
partner_i,partner_i,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,3.766534749775524,2.830869353315008,6.6859722530615295,0.4427744610884471,0.3750367809776598,0.3778574376999304,1.00109528546987,0.0940364091176248,-3.750714877506749,3,intermediate_model,44
