Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
203,c,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,MLP,MLP,,1.5557841623477484,1.0993143920898438,2.5450772956757803,0.929167896593643,0.2176345079474771,0.2439409025927905,0.47262866027538,0.017320184351103,-4.3351856972453655,0,dominant_model,4
203,c,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Conv1D,Conv1D,Conv1D_14.0,14.0,1.887169393650604,1.4254878199707692,3.36824606558376,0.8904634668229571,0.3701873941808555,0.2633697133490054,0.65661782525503,0.045242798479605,-1.6043362514907336,1,intermediate_model,2
203,c,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,LSTM,LSTM_1.0,1.0,2.4821377422389603,1.442872313060072,3.2660997623839902,0.7806240318528987,1.2049218674671942,0.3681958071795851,0.7321684369717301,0.2596480591051837,-1.4786988869188133,1,intermediate_model,2
203,c,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,Transformer,Transformer_1.0,1.0,2.6531477580004883,1.7211691831897862,3.9097423812491603,0.7327874264415868,1.494345712779109,0.9068772369815772,1.86784080649373,0.3227289546346814,0.724551476088379,3,intermediate_model,1
203,c,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,10.232263033861102,1.875932634206503,4.2724919369564605,-4.536505778833228,8.699430416518387,0.6792066207446906,1.6171608563361701,6.856794385794774,6.69366935956654,4,non_dominant_model,0
