Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Local Model,203,"(2829, 16)",1,Chemical + Properties CS Less,LSTM,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""train_size"": 0.8}",2.5578364938017555,0.44294321613366827,1.857869426896087,0.2525041878764744,0.043379853125145605,0.005804911427986452,0.811205188949245,0.04766952380385688,3.0995429026846026,0.6496702917346903,2.335459925693748,0.5297708133849532,0.054477134650655165,0.012218931440206018,0.7135298209804848,0.1218807574532557
Local Model,203,"(2829, 16)",1,Chemical + Properties CS Less,LSTM,Out of time Split,"{""Test Size"": 0.2}",1.1851908616736575,0.028770148721417768,0.9063440530720506,0.022865079983247407,0.020748717298671924,0.000527882863781845,0.9602011469647094,0.0019439223452456065,2.0086240299399996,0.026345617932011633,1.1259532922176365,0.048631287606712634,0.025533752095292645,0.0011264401025504014,0.8870786343113237,0.0029492424104164516
Local Model,203,"(2829, 16)",1,Chemical + Properties CS Less,LSTM,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",1.165115944308897,0.031641283555903336,0.8862544385951653,0.023370648225370917,0.02034260546875377,0.00047876631565825685,0.9617351828343685,0.0019508689022240244,1.4435059308315947,0.3027228904475526,0.9428057173084083,0.05093220977285851,0.02169863546886181,0.0012126131066556953,0.9389317346585782,0.02798404913534848
Local Model,203,"(2829, 16)",1,Chemical + Properties CS Less,LSTM,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""Gap"": 0}",1.4685648873680468,0.509806520652686,1.0977897820615565,0.3140234591416979,0.02576527909308887,0.007968656578067716,0.9320912474773384,0.05169155982543957,4.320014413175644,1.8339406535361507,2.9041943220636646,1.230691846605993,0.06454148445872859,0.02566101662637268,0.359280533472255,0.5037545487224162
Local Model,203,"(2829, 16)",7,Chemical + Properties CS Less,LSTM,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""train_size"": 0.8}",1.1763436670616747,0.09713861971857042,0.9539714298615005,0.0892322591075421,0.02225312393736962,0.0022346890150377343,0.959006136211143,0.010538005440011555,2.8770081234139835,1.6272372274240023,2.3344557671797905,1.5093101853063235,0.05534400165984722,0.033894817455793265,0.6907860446721915,0.34878986052862865
Local Model,203,"(2829, 16)",7,Chemical + Properties CS Less,LSTM,Out of time Split,"{""Test Size"": 0.2}",1.1930865692290455,0.0388704629167468,0.9396079392154176,0.03213294464297731,0.021333875524398384,0.0006331042035708412,0.9596993711737308,0.0026321620487858933,4.9899302855313366,2.9150680092758248,1.3962007014884854,0.4101090128925672,0.03151367223435637,0.008934759013825493,0.06403508087732857,0.926082643532362
Local Model,203,"(2829, 16)",7,Chemical + Properties CS Less,LSTM,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",1.1637085332507586,0.1342729576405085,0.9196089405665497,0.1220040901550411,0.020961065253224755,0.0026196208349017506,0.9613786639015333,0.008951230156163469,1.6276229410980823,0.6076552277473515,1.0585004853389324,0.1140604902301373,0.024313219896022906,0.0024339010735925076,0.915473024644841,0.07271623711534414
Local Model,203,"(2829, 16)",7,Chemical + Properties CS Less,LSTM,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""Gap"": 0}",1.0765547336457255,0.09309364929977682,0.8581283752768484,0.07381994933229057,0.019951643412602724,0.0015895937944719553,0.9670275699191896,0.005291376494714949,2.8764585611357627,1.0966580223606759,2.0753945121263837,0.7517900921057634,0.048831880914550624,0.018693068041802652,0.7319415376511968,0.17246668770886414
Local Model,203,"(2829, 16)",14,Chemical + Properties CS Less,LSTM,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""train_size"": 0.8}",1.2837743820950223,0.29528265604325676,1.0760308250864157,0.2840544211997675,0.024816846761863,0.006657261389333759,0.9489268878898344,0.022127793195436524,2.3217008218975312,0.9489670402600344,1.8545055865725957,0.7607433503651022,0.043695200888301325,0.016819027558840596,0.8122176772671243,0.14766245672848655
Local Model,203,"(2829, 16)",14,Chemical + Properties CS Less,LSTM,Out of time Split,"{""Test Size"": 0.2}",1.1085678164861337,0.0423148876978376,0.8778911158899438,0.04100559686826125,0.02073711652410101,0.0009289443347178509,0.9652137937768721,0.0026709584443923985,5.463296685300151,2.802733900838825,2.0495052715014386,0.550499227130186,0.046275261392784144,0.011953108680874049,-0.05495935692685864,0.8926031054110387
Local Model,203,"(2829, 16)",14,Chemical + Properties CS Less,LSTM,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",0.9675448890707058,0.06594445020625765,0.7576948839950272,0.05308009119193251,0.01737774566301932,0.00109366321380152,0.9735533953966783,0.0035657386658835134,2.2097579182327336,2.473575626084828,1.086600285701633,0.41633532472333334,0.024988797870954215,0.008947613619984493,0.6862460969749465,0.855055535689043
Local Model,203,"(2829, 16)",14,Chemical + Properties CS Less,LSTM,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""Gap"": 0}",0.9652136425161774,0.07354605379504148,0.7571971968995626,0.06250761776874343,0.017814293456129972,0.0015934385225863067,0.9733453322587877,0.004834269182016705,2.3853026699844393,0.34995657637028627,1.5515074776435367,0.29092275944847384,0.035816647457250245,0.006348901408734701,0.8323927044116658,0.039928680700417905
