Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Local Model,204,"(1444, 13)",,Chemical + Feature Engineering,MLP,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""train_size"": 0.8}",3.3960096773191695,0.9314081280817946,2.667978845259072,0.7157090531036435,0.06612337478889828,0.01780368879891179,-0.026126068000962635,0.5261776558945097,7.5526543897706535,3.6454712467813515,6.289253013873922,3.165751381925871,0.15993778684053642,0.08244051855492973,-7.153906394559594,5.991859911516639
Local Model,204,"(1444, 13)",,Chemical + Feature Engineering,MLP,Out of time Split,"{""Test Size"": 0.2}",2.018983484147547,0.061760022217948136,1.517434495581865,0.04273543985713575,0.037438392776270514,0.0009381323365489436,0.6775974061572775,0.019832628365013316,11.33487763292384,7.474200610760856,2.205677736451744,0.4590515691533287,0.05553083440606107,0.010666718070155469,-16.436302468151954,16.499151346904586
Local Model,204,"(1444, 13)",,Chemical + Feature Engineering,MLP,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",2.026301058579833,0.04531118380406253,1.5330259742624057,0.037051679674481225,0.038131512619623484,0.0009144010777603521,0.668951952936709,0.01748252445950432,2.5648763778023027,1.2161790096663572,1.62026975545438,0.1295486734083207,0.04023940275424884,0.0032672607817928003,0.31372516273320367,0.9993050242396606
Local Model,204,"(1444, 13)",,Chemical + Feature Engineering,MLP,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 3, ""Gap"": 0}",2.177249284735933,0.30724905450928613,1.692338927815223,0.29490127250151316,0.041821348568182294,0.007476911500791186,0.5701970169363278,0.20677161446659104,4.750625383590164,2.0243566178360433,2.846770682207743,1.4096421256158838,0.07262874110864909,0.03647458146287152,-1.207980870610632,1.7401032966597083
