Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Random Forest,Random Forest,,1.5065146614535028,0.9262499929899224,2.26040903141537,0.9256276846531262,-9.49455885541166,0,dominant_model,19
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_14.0,14.0,1.5361887452676528,1.24954375878578,3.2729512771567,0.9236217032334412,-6.292784203165617,1,intermediate_model,17
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Decision Tree,Decision Tree,,2.0603574535011746,0.956255316489191,2.33503562697894,0.8608927634822723,-5.337223194342593,1,intermediate_model,12
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_14.0,14.0,1.8297599379626528,1.489887990224522,3.52106760422949,0.8916399889410611,-2.926938517281391,2,intermediate_model,15
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Linear Regression,Linear Regression,Linear Regression,,1.9096949506751555,1.4543778001003915,3.5020169426086696,0.8804932113043874,-2.481228907031909,2,intermediate_model,15
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_1.0,1.0,2.0105357143398086,1.529942615922678,3.54747555616527,0.867538959806966,-1.366881135066886,4,intermediate_model,13
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_1.0,1.0,2.0073957249034016,1.524388186902888,3.57490412429171,0.8679523834272519,-1.362871118604093,4,intermediate_model,13
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.1684494369424496,1.622665972116005,3.71267922170912,0.8459140016169965,0.4850436879489036,7,intermediate_model,8
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_14.0,14.0,2.028744004722738,1.6299232346060029,3.80033771506115,0.8667904656127878,-0.4461560776550091,6,intermediate_model,10
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,MLP,MLP,,2.2155360196822027,1.6363590960521797,3.77480348551271,0.839149577102738,1.0156952915010435,8,intermediate_model,6
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,2.1225073642985035,1.6407116090235692,3.80457342452392,0.8541927151034804,0.3107819068168456,8,intermediate_model,9
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_7.0,7.0,2.1653112623656874,1.7127584948318413,3.96348500582526,0.8467019440132983,1.2406698925171982,9,intermediate_model,7
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,XGBoost,XGBoost,,2.337588935013856,1.662247240303992,4.0417856238386705,0.8209390589416243,2.561735849615333,11,intermediate_model,3
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,2.176491858071347,1.733446181087753,4.00224938904059,0.8466813787265145,1.4312108660309506,10,intermediate_model,6
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,2.31497291424254,1.7702860288982156,4.08926594343738,0.8247783337130968,2.865472890077477,13,intermediate_model,3
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_7.0,7.0,2.21094853918393,1.7616726839089696,4.12473664189162,0.8401718595828365,2.069882435492665,12,intermediate_model,4
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,2.54842324328554,1.8343136798904631,4.150186864342039,0.7871823261963601,5.157324234345213,16,non_dominant_model,0
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_1.0,1.0,2.505229976563132,1.8317382689939457,4.19056124254204,0.7943352906274881,4.854873552416239,16,non_dominant_model,0
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,2.2684618822628524,1.8306248177958968,4.31290621103442,0.8317484979446411,3.1215617652698775,14,intermediate_model,1
209,s,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_7.0,7.0,2.3780033697969443,1.8896440111635115,4.51880892628651,0.8151068126173882,4.594389636527515,17,non_dominant_model,0
