Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,1.0671658483680395,0.83869381588345,1.9630591987681099,0.9744164771128964,-5.580146793204083,0,dominant_model,19
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,1.1882454923169097,0.8846372818320919,2.06951381688525,0.9691134283787648,-3.931681534248348,1,intermediate_model,16
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,1.170207293129347,0.887203145539277,2.08293548288712,0.970044059814737,-4.048291628406391,1,intermediate_model,15
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_1.0,1.0,1.1849730653558612,0.8790811315641197,2.07353948201089,0.9692833172972444,-3.985637205952017,1,intermediate_model,16
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_1.0,1.0,1.207471855467101,0.8869252698802719,2.10198679716465,0.9681058239386904,-3.6438441953170533,3,intermediate_model,15
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,1.2188097640723117,0.9754410791510896,2.33378870548561,0.9675040525797168,-2.3385375526698797,5,intermediate_model,11
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_7.0,7.0,1.2550175559745915,0.9688406927113666,2.27068653883601,0.9646168810482036,-2.1329945728685242,5,intermediate_model,11
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_7.0,7.0,1.2411624372591064,0.9779351202565172,2.31017743325262,0.965393812422653,-2.101679140835178,5,intermediate_model,11
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,1.3919217641543564,0.9383654607547816,2.21402855057289,0.957617457625062,-1.1941449616189577,5,intermediate_model,7
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_7.0,7.0,1.2752776765800375,1.0344951678670768,2.40076193852572,0.9634652596287,-1.1629736139728397,8,intermediate_model,7
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_14.0,14.0,1.2736428661658914,1.02537216831261,2.40777246851635,0.961818381993778,-1.075914918580131,8,intermediate_model,8
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Decision Tree,Decision Tree,,1.46900268464852,0.9998862012735318,2.39079925835036,0.9527934205681572,0.4768104241304771,9,intermediate_model,5
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,1.3162066415778622,1.0293630212622007,2.40841401192583,0.9610825240046909,-0.7653995684400494,9,intermediate_model,6
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_14.0,14.0,1.3123375353578677,1.041936340332031,2.4387736229393298,0.9594631409507584,-0.4928732547899124,10,intermediate_model,6
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,1.4352712548930875,1.1831722442197128,2.67817370984125,0.951512815397596,2.3395930240705427,13,intermediate_model,4
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,MLP,MLP,,1.5051865147221366,1.1573573010064535,2.72136128472329,0.950439236148185,2.757157261287115,14,intermediate_model,4
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,1.616274080295625,1.3438040311571575,2.98003686715756,0.9385121921110472,6.179854933422311,16,intermediate_model,1
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Linear Regression,Linear Regression,Linear Regression,,1.688774022562011,1.25776487402089,2.99659772507346,0.937612090495422,6.150568603273646,16,intermediate_model,1
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,XGBoost,XGBoost,,1.677737346003528,1.2145225051479291,3.05195500545799,0.9384248756347052,5.915275979623512,16,intermediate_model,1
204,f,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_14.0,14.0,1.7242844742233556,1.4384810907068384,3.1999407986125896,0.9300195341732138,8.634858715095586,19,non_dominant_model,0
