Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_7.0,7.0,1.794402700064817,1.4002311664078817,3.3279442195303504,0.8840030599207618,-4.446340489312728,0,dominant_model,19
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,1.8736744048581435,1.4314344176113725,3.36062678401067,0.8735278349427544,-4.020636058484226,1,intermediate_model,18
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,1.9596810535963385,1.4471413847687968,3.3883014377035003,0.8616505322997982,-3.6091962013582037,2,intermediate_model,16
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_7.0,7.0,1.910071763218246,1.5168474795424656,3.62119418674648,0.8685664998156074,-3.368124707020081,2,intermediate_model,14
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,2.0973264064097554,1.4647508905434747,3.4309822885362005,0.8420254178871125,-2.964985696555567,3,intermediate_model,14
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,2.0434192825786863,1.5970397094962236,3.69988492264238,0.8491680954786347,-2.5311474106263576,4,intermediate_model,10
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_7.0,7.0,2.2315108375294943,1.5666734330950522,3.83539050338235,0.820607325111079,-1.6905247065223414,5,intermediate_model,10
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,2.09872307039852,1.5863960472313146,3.6882432913909504,0.8408932834292449,-2.3458807088700127,5,intermediate_model,11
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,2.4166533149340377,1.4919212020522896,3.4714753351645298,0.7902587411271473,-1.4946085147450487,4,intermediate_model,7
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_14.0,14.0,2.251648283956169,1.7496813078184414,4.02997733910232,0.81686162920712,-0.9020977594293065,8,intermediate_model,6
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_14.0,14.0,2.258221512282564,1.740403932402036,4.00832228422872,0.8157907981411812,-0.9222910689449957,8,intermediate_model,6
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_14.0,14.0,2.261212582001669,1.7156661943119018,4.225295855381471,0.8153024957690576,-0.7398849755587296,8,intermediate_model,7
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Decision Tree,Decision Tree,,2.4853299719529165,1.5888961675073994,3.75568303603345,0.7781684672620452,-0.6258368678509927,7,intermediate_model,6
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,XGBoost,XGBoost,,2.325664768045037,1.7345415906375363,4.22819729926472,0.8057552038158907,-0.4241921144723425,9,intermediate_model,6
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,2.554569379723847,1.9095809731063995,4.5716499946660205,0.765636179064166,1.4206541239863115,14,intermediate_model,5
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.66405339349608,1.954794915574244,4.67898148640735,0.7451169149659436,2.155130458201233,15,intermediate_model,4
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_1.0,1.0,2.858633035748447,2.073263187511179,4.9293496681578,0.7065244115470758,3.6521565982956923,16,intermediate_model,3
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_1.0,1.0,2.940503825279847,2.204046152823704,5.26775386646907,0.689473503890719,4.759715410635693,17,intermediate_model,2
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,MLP,MLP,,3.029273265440189,2.3543585977605708,5.77215862829147,0.6704418399032096,6.138954678902597,18,intermediate_model,1
209,k,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Linear Regression,Linear Regression,Linear Regression,,3.5798593175212465,2.964337004960965,7.02788673287818,0.5397571129248944,11.959136009729429,19,non_dominant_model,0
