Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,1.8700923002040128,1.428101672066583,3.3982083998121797,0.8499526351930748,-4.999629913206046,0,dominant_model,19
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_1.0,1.0,1.902222287184788,1.4614717298083837,3.52729263317529,0.8447524268827618,-4.702689980690852,1,intermediate_model,18
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Random Forest,Random Forest,,1.9803507061351675,1.5819969708637285,3.65258085253865,0.8317378230242245,-4.059610006662965,2,intermediate_model,17
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,Decision Tree,Decision Tree,,2.088208742332984,1.6400972292061438,3.7561021196979802,0.8129102013362625,-3.471690626405721,3,intermediate_model,16
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_1.0,1.0,2.1001960804750723,1.7146890958150225,4.06828147174623,0.8107560624750034,-2.9799990721223595,4,intermediate_model,15
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_14.0,14.0,2.2179608961379897,1.7639928457727392,4.20067240903226,0.7971903664250622,-2.410013698025305,5,intermediate_model,13
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,MLP,MLP,,2.1394658991436453,1.738538185755412,4.2691194500527,0.8036128689421833,-2.6097594266463497,5,intermediate_model,13
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_7.0,7.0,2.3753475507568664,1.9458605448404949,4.59462218062102,0.7612028659344519,-1.0431815432686458,7,intermediate_model,10
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_7.0,7.0,2.3988358958494973,1.875154000741464,4.64178263792446,0.756456881533814,-1.075426097266619,7,intermediate_model,10
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Linear Regression,Linear Regression,Linear Regression,,2.361307198410836,1.9063921417892256,4.76138654093352,0.7607746104161255,-1.0046896062407504,7,intermediate_model,9
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,Transformer,Transformer_14.0,14.0,2.5048407132296138,1.946950598414164,4.69893786314027,0.741332993238743,-0.5327167509566896,9,intermediate_model,8
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Trees,XGBoost,XGBoost,,2.47361623200827,2.0013223356670804,4.95196406459121,0.7374772574625189,-0.20950535003310872,10,intermediate_model,8
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,2.700425788074885,2.080562194188436,5.26855275382556,0.6871279399111274,1.1082277704650707,12,intermediate_model,3
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_1.0,1.0,2.572338605359527,2.09203130669064,5.1057948994339,0.7161044666504464,0.5008194167684873,12,intermediate_model,6
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,2.754489595748063,2.2510707855224608,5.16605663997351,0.6788876141159241,1.5719380494521862,13,intermediate_model,3
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,LSTM,LSTM_7.0,7.0,2.655702378196076,2.2539936348244,5.23625884196982,0.7015073856351586,1.2651244908349908,13,intermediate_model,4
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,2.706656823195338,2.282803648489493,5.32991382384079,0.689943261032048,1.608460634442117,14,intermediate_model,3
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,GRU,GRU_14.0,14.0,2.971303100115529,2.4372135147033447,6.049344960525261,0.6360223451329666,3.5628338644764552,17,intermediate_model,2
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,3.5438006980845,2.9036449600893808,7.18867791578411,0.482250856600084,8.017431811344295,18,intermediate_model,1
207,at,Time Series Split,Chemical + Mineralogical,Chemical + Mineralogical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,4.010576268560694,3.251031178547197,7.812864281114409,0.3368765751131634,11.464076033741847,19,non_dominant_model,0
