Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Random Forest,Random Forest,,1.930476272036664,1.3696400407052576,3.11183447619749,0.8693239430648741,1.05001938216919,0.6455491508746631,1.30231195773262,0.1291172765564398,-5.402798189007141,0,dominant_model,18
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_7.0,7.0,1.9682687552783096,1.4919600424886144,3.5476914807722997,0.8799041058857592,0.4767146921303772,0.3380008850671967,0.72641615256112,0.0594848409570652,-4.530217720472987,0,dominant_model,18
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,LSTM,LSTM_14.0,14.0,2.3853026699844397,1.5515074776435367,3.5816647457250204,0.8323927044116658,0.3499565763702862,0.2909227594484738,0.6348901408734701,0.0399286807004179,-3.9285193750957665,2,intermediate_model,16
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_1.0,1.0,2.168877663720722,1.6378608023285106,3.83267725934549,0.8543624993227528,0.6661948519581121,0.5034449202409409,1.1192844494901,0.0770288287193885,-3.600524666729643,2,intermediate_model,15
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Decision Tree,Decision Tree,,2.416298006673425,1.6321331572929971,3.7056195428316596,0.7917485556131875,1.30864824667134,0.6615826901604849,1.34959382541595,0.1797072743165766,-3.4869419618169597,3,intermediate_model,13
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,XGBoost,XGBoost,,2.4472684110748566,1.8655602089786731,4.41493904959321,0.8025729432793046,1.1059137367159335,0.8641581828147243,1.71609427262488,0.1689572735563325,-1.993698795148022,4,intermediate_model,13
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_14.0,14.0,2.4608113598071446,1.7993221096660608,4.29807615628702,0.8201705807806093,0.4498830669965638,0.3443269159243868,0.83683814125126,0.0540845033743231,-2.3223517580014876,4,intermediate_model,13
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,LSTM,LSTM_7.0,7.0,2.8764585611357627,2.075394512126384,4.88318809145506,0.7319415376511968,1.096658022360676,0.7517900921057634,1.86930680418026,0.1724666877088641,-0.4253305897351217,7,intermediate_model,8
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,3.1959996941604194,2.039467953821656,4.52773205127449,0.6745950096579154,1.1544583246716085,0.7341843030046777,1.55343541406663,0.1955209830432318,-0.6189108680731406,7,intermediate_model,8
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,3.418977320691193,1.9969718609024267,4.54757178970878,0.5921026558577104,1.5239935716715098,0.5489134018323291,1.21576608721243,0.3676107607099175,-0.41535060775851784,7,intermediate_model,5
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Linear Regression,Linear Regression,Linear Regression,,2.787250457563557,2.118869283873932,4.93166273877897,0.7730119004117164,0.5154936299723547,0.4044124582019605,0.92423578687505,0.0633371199206841,-0.3787193657299562,7,intermediate_model,8
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,GRU,GRU_7.0,7.0,3.2727688445160465,2.108315134345598,4.8486779044459,0.6720652621043712,0.8153264427896202,0.288705125280101,0.74632344592197,0.1659311655537102,0.02167859772878089,8,intermediate_model,7
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,MLP,MLP,,3.160076482066238,2.265164032997515,5.16968454288142,0.7029684748316246,0.4721209059174482,0.4324949620053166,0.87251246751435,0.096800157865713,0.693623882852973,9,intermediate_model,4
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,GRU,GRU_1.0,1.0,3.2921337143777123,2.293360507843601,5.156237560964231,0.6667952896017325,0.9038592764610496,0.7637813280199202,1.6390589355134402,0.1542821719544069,0.9063887668809995,11,intermediate_model,4
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,3.55589662182279,2.2475101018252,5.15429041811569,0.6060245716084418,1.0678967546739988,0.7542748237377928,1.6905721080955,0.2105539302638008,1.0796086084238818,11,intermediate_model,4
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,5.767732082575705,2.2263002946117987,4.987050218347,-0.4420684986120188,4.132498338052747,0.4405591700496966,0.9422919378333801,1.7309500600498946,3.998741309412372,12,intermediate_model,1
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,3.895371217588492,2.5912706338675924,5.76505359346253,0.5018940763753699,1.548386276697789,1.0463374466017774,2.19017346790081,0.3689160686510601,3.1434627402142947,15,intermediate_model,1
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,4.571559634159702,2.3477159090547426,5.46060459291734,0.141859919055055,3.02057287626065,0.4828512209465131,1.1191896087931001,1.1310892774795134,3.1559567962055373,15,non_dominant_model,0
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,GRU,GRU_14.0,14.0,6.775742717464306,2.446617951537946,5.4152444947119305,-2.617598412727895,8.942063958951746,1.4367135320979094,3.03807569515715,6.917725201130921,8.761094353953613,16,non_dominant_model,0
203,c,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,LSTM,LSTM_1.0,1.0,4.320014413175644,2.904194322063665,6.45414844587285,0.359280533472255,1.8339406535361509,1.230691846605993,2.5661016626372604,0.5037545487224162,5.342808841896297,16,non_dominant_model,0
