Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_1.0,1.0,1.5339613459526158,1.2455860547146915,2.91412270370361,0.9488609010836648,0.2304351791221062,0.2030971469038499,0.47709900914368997,0.0165524004014804,-2.7156891429465198,0,dominant_model,199
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Random Forest,Random Forest,,1.914325211974446,1.3404530702742583,3.0355451002903497,0.903822570608005,0.9001220861385438,0.4589714243717368,0.9821860899212199,0.0999468767111281,-2.556496791827832,1,intermediate_model,186
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Linear Regression,Linear Regression,Linear Regression,,1.7763303688771412,1.3620315236082148,3.1540573677837305,0.9310383286679031,0.3000401210131002,0.2239458659638757,0.49523410358875003,0.0217199324557002,-2.5624206677698074,1,intermediate_model,192
204,t,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Linear Regression,Linear Regression,Linear Regression,,1.6285549183777548,1.318099134879012,3.3387767605163097,0.908214085235628,0.1550908378320703,0.1188213790430391,0.29051511718896,0.0217248544686624,-2.584777823830106,1,intermediate_model,192
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Decision Tree,Decision Tree,,2.027537258198274,1.3890745197609025,3.1399412503449105,0.8841584075975536,1.123127096154991,0.5544764082230844,1.19247325231862,0.1397456681615173,-2.4879850460016284,2,intermediate_model,171
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,GRU,GRU_14.0,14.0,1.8689769810779464,1.507132624923066,3.42004996615443,0.9151922236050688,0.4240867122455076,0.3605248026532633,0.7552281941600401,0.0364346093419003,-2.4289916278508517,2,intermediate_model,187
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_7.0,7.0,1.9218206078076077,1.5019615556575054,3.5775214281735,0.9146536954754272,0.4462045854936745,0.2925708190068835,0.7649252801081999,0.0460908910658301,-2.3911928616346283,2,intermediate_model,178
204,t,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_1.0,1.0,1.7070595682532963,1.381331671539848,3.48552611393249,0.8998584885007203,0.2340816044772033,0.2040115066132183,0.46793586551354,0.0237674334560264,-2.5118643127878286,2,intermediate_model,189
204,ay,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Random Forest,Random Forest,,2.035511675262138,1.5992859383757576,3.46592066678283,0.2646582013103831,0.7109431783292205,0.6576581474670804,1.53412643521973,0.6093630587437912,-2.294936938434404,6,intermediate_model,79
204,f,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,Transformer,Transformer_14.0,14.0,1.914658800121559,1.5303590383358645,3.58417431323182,0.9122582595011448,0.376867437124164,0.2904993196475898,0.723635984863,0.0342290299154044,-2.379144051326282,3,intermediate_model,178
204,ab,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.022340290184803,1.583897996303013,3.53271530208465,0.8971928792071712,0.6462731924860066,0.450796781504055,0.9213262491925001,0.0502710610745636,-2.3369164115430543,6,intermediate_model,176
204,ae,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Properties CS Less,Trees,Random Forest,Random Forest,,1.7635905576516162,1.419358910725665,3.58895662468921,0.8092541235171694,0.2777244221786199,0.201389130718547,0.55079720221057,0.0734146651162725,-2.4572398838600105,3,intermediate_model,152
