Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_1.0,1.0,1.6018131866384184,1.197846636951934,2.8627198562812,0.9078534892672436,-5.024111163200778,0,dominant_model,19
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_14.0,14.0,1.6424732834810654,1.2590615128918503,2.95621448336677,0.9025515650977252,-4.228163789111567,1,intermediate_model,17
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Linear Regression,Linear Regression,Linear Regression,,1.6598266029448565,1.2101279268591143,2.93992828165567,0.901058017647367,-4.428454989437913,1,intermediate_model,17
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,1.7427543029227262,1.310852723318543,3.11384353888129,0.890924429576391,-2.985992108581244,3,intermediate_model,16
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_1.0,1.0,1.8092935827351424,1.3223260341897696,3.1341925677710902,0.8824362985799339,-2.448291446003463,4,intermediate_model,10
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_7.0,7.0,1.7461178264599793,1.432952671369509,3.4599377222189496,0.8901617013666403,-1.5552396096000713,4,intermediate_model,8
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_14.0,14.0,1.754725051430304,1.3303774064111904,3.11768058938438,0.8887765420973806,-2.7812374870508854,4,intermediate_model,13
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,1.7932902393764742,1.40437511521943,3.34489863050856,0.884146842623776,-1.650424981767505,5,intermediate_model,8
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_14.0,14.0,1.7908335744037325,1.4615067073277082,3.50820157499664,0.884151958494101,-1.000640399046011,6,intermediate_model,7
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,MLP,MLP,,1.794256579673952,1.357040534028032,3.2698886470316197,0.8843823173529327,-2.0674899009970877,5,intermediate_model,10
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,1.8846280610783093,1.3908126406438486,3.289252666642,0.8724423610678993,-1.2485084589669753,7,intermediate_model,7
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,1.8234936346159007,1.4287282096833347,3.3418112407706,0.8798879045668888,-1.3214742457591386,7,intermediate_model,8
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,1.8771532904347683,1.4424052272081824,3.40286067359237,0.8730577525728234,-0.7678696174755545,9,intermediate_model,7
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_1.0,1.0,1.9571363457279929,1.4700147481538255,3.51293844534615,0.8624383647076552,0.14744876005527827,13,intermediate_model,6
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,2.000110736903625,1.5321272875811631,3.6421066103602304,0.8554938525862531,1.0720951458661285,14,intermediate_model,4
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Random Forest,Random Forest,,2.4485518906482104,1.5414257671470073,3.58041223844671,0.7846852460706982,4.2209256163356255,14,intermediate_model,1
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_7.0,7.0,2.281016348249389,1.9080158254874664,4.62407852862143,0.8125594712521406,7.196285044646469,15,non_dominant_model,0
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,XGBoost,XGBoost,,2.3078108926895453,1.739965864143852,4.2482014596487305,0.8087261483920618,5.669524361001995,15,intermediate_model,1
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Decision Tree,Decision Tree,,2.6224535791137185,1.649781157108942,3.91162343972282,0.7530148829268195,6.868824697238555,16,non_dominant_model,0
209,k,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_7.0,7.0,2.324786269048087,1.8155939834679675,4.30362564150886,0.8052969437860649,6.33279457185413,16,non_dominant_model,0
