Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,RMSE_std,MAE_std,MAPE_std,R2_std,SCPM,Dominated_Count,Classification,Dominates_Count
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Trees,Random Forest,Random Forest,,0.895550350365971,0.7104042541486933,1.69206089296806,0.9696298977024116,0.0866302957030053,0.0645824820069305,0.16732355442962,0.0060006636378669,-4.095620017427707,0,dominant_model,18
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Linear Regression,Linear Regression,Linear Regression,,0.910872853356177,0.7082672169049935,1.6664884404396,0.9683452681279494,0.102785404494189,0.074166702074207,0.16054012902258,0.007598325283264,-4.096374512675398,0,dominant_model,18
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Trees,Decision Tree,Decision Tree,,1.0262899490118915,0.8252241154244422,1.99077036154401,0.9600427747000764,0.1293371948653727,0.0980794787309002,0.25210201192284,0.0092920547632132,-3.8786731940911894,2,intermediate_model,17
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,Transformer,Transformer_1.0,1.0,1.3859034978276932,1.0957758458455398,2.58790385173751,0.9225336333383568,0.3660798351087415,0.2753473722682265,0.59881277385459,0.0434879492108932,-3.3664712452026078,3,intermediate_model,16
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Trees,XGBoost,XGBoost,,1.481200206638902,1.1169074639819905,2.76235639490745,0.9155147780041591,0.2111443970547225,0.0985765480735152,0.25637053200067,0.0265235522081904,-3.2588609086761053,4,intermediate_model,15
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,Transformer,Transformer_7.0,7.0,1.537246816597777,1.264437446543712,3.0078020197182602,0.9111958730549362,0.1960812103553342,0.1845898709684814,0.48128869152691,0.017935628410979,-3.0728062443665025,5,intermediate_model,14
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,Transformer,Transformer_14.0,14.0,1.8912000480402036,1.603287100845373,3.8054818409522198,0.8587381030920389,0.3972648881965952,0.3496344691740548,0.730014717039,0.0574551223922528,-2.4592400718727316,6,intermediate_model,13
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.4366907865299248,1.926842746280489,4.5567702596474895,0.6886017991588675,1.509320701691414,1.2225508680629666,2.81420440044241,0.3734123118206572,-1.7273110841241832,7,intermediate_model,12
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,GRU,GRU_1.0,1.0,2.878147628916444,2.274741969335648,5.350282289957501,0.5229999125928402,2.0729978037545367,1.6306704576847153,3.8016558607954902,0.6249400060742337,-1.0183327251513465,8,intermediate_model,11
209,w,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,2.9558418369499586,2.381375983123712,5.4015639689644,0.4815958679666297,2.159366860379137,1.7625346514086375,3.7943117309390604,0.7148331629372312,-0.8842050565120533,9,intermediate_model,10
