Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Decision Tree,Decision Tree,,2.361072062717317,1.79866624330253,4.25630920503043,0.4496670020097552,-5.403405962983656,0,dominant_model,19
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,Random Forest,Random Forest,,2.384417935621071,1.8106685109236973,4.29144966950146,0.4387300010994868,-5.17005864103708,1,intermediate_model,18
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_1.0,1.0,2.4921152960357635,1.862986842361922,4.43560546885894,0.3868830387994399,-4.126856939860087,2,intermediate_model,15
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Linear Regression,Linear Regression,Linear Regression,,2.451282884595558,1.8711654805946467,4.43787178678349,0.4068098447309364,-4.3286653260884185,2,intermediate_model,16
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Trees,XGBoost,XGBoost,,2.491369997623635,1.8941955067742733,4.49487098894784,0.3872497046349051,-3.9206378616838276,3,intermediate_model,15
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,2.5922407863488157,1.9188473499730692,4.5688258224609095,0.336627066053861,-3.121305494687438,5,intermediate_model,14
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_7.0,7.0,2.684755619344896,2.0263508870889853,4.81049332922611,0.288775401204378,-1.786765747901546,6,intermediate_model,13
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_1.0,1.0,2.688391181965193,2.03483904698952,4.81341852199462,0.2865032595201764,-1.727867754407931,7,intermediate_model,12
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,2.7160540925232404,2.0846686291252223,4.91691153721703,0.27174428900755,-1.2109987233591157,8,intermediate_model,11
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_7.0,7.0,2.8269745578646632,2.145712123996609,5.10266528968343,0.2114285513651851,-0.011238242285413626,9,intermediate_model,8
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,2.808286715819344,2.154282289777483,5.03169463742949,0.2249491090521121,-0.23017069867455525,9,intermediate_model,8
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,Transformer,Transformer_14.0,14.0,2.7237220095544896,2.1464379379635767,5.0406256969439305,0.2709238541218108,-0.7554075177734804,9,intermediate_model,8
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,2.8394108624428123,2.2190896903237145,5.29968884076088,0.2044751914435754,0.656164648697405,12,intermediate_model,5
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_7.0,7.0,2.975597395761546,2.2041148255735963,5.26859002842339,0.126333690380371,1.3975720030820338,12,intermediate_model,5
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,2.874845124691628,2.241667682466053,5.1605985384270605,0.1877752206284646,0.7059571317785133,12,intermediate_model,5
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,MLP,MLP,,3.06001060163646,2.290476486048748,5.45384056380032,0.0756149112942856,2.552853834200156,15,intermediate_model,4
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_1.0,1.0,3.3434937182233084,2.511522046590589,5.94818172830426,-0.103590852816032,6.020883382811569,16,intermediate_model,1
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,3.2514579371127303,2.5084690432705723,6.01110818416331,-0.043166253137411,5.501077872435777,16,intermediate_model,1
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,GRU,GRU_14.0,14.0,3.299637254742168,2.6113916357131237,5.89435100435795,-0.0699900161786077,5.970413639754004,16,intermediate_model,1
206,b,Time Series Split,Chemical + Mineralogical + Physical - Early CS,Chemical + Mineralogical + Physical - Early CS,Neural Networks,LSTM,LSTM_14.0,14.0,3.487313899063483,2.858564796992711,6.416929595961419,-0.1951692479061333,8.9884563979831,19,non_dominant_model,0
