Company,Plant,Cross Validation,Features,Features_bkp,Model,Model_bkp,Model_bkp_2,Timesteps,RMSE_mean,MAE_mean,MAPE_mean,R2_mean,SCPM,Dominated_Count,Classification,Dominates_Count
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_1.0,1.0,1.0116238135449849,0.7770367629806717,1.8004495801453,0.9632447234659524,-5.971604205843443,0,dominant_model,17
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Linear Regression,Linear Regression,Linear Regression,,1.0166099599289162,0.7330204968720058,1.7324746017157,0.9628815077421676,-6.438778224153084,0,dominant_model,18
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,Random Forest,Random Forest,,1.0203574040223602,0.7467486105617652,1.7528235678233899,0.9626073497948138,-6.237643363967507,1,intermediate_model,17
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,Decision Tree,Decision Tree,,1.1228719533309128,0.8260717828374742,1.9262317527489798,0.9547162822159618,-3.9828458140807754,3,intermediate_model,16
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_7.0,7.0,1.138368826698847,0.8630001203240749,2.02165221914137,0.9532595642380248,-3.230349564696474,4,intermediate_model,14
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Trees,XGBoost,XGBoost,,1.1389408490844892,0.8735886670397474,2.0799458981600303,0.9534109402584792,-2.9766700694658352,4,intermediate_model,14
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_7.0,7.0,1.2149599461146796,0.9244374724759716,2.1402396620919,0.9467584501155883,-1.5258943823789668,6,intermediate_model,12
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,MLP,MLP,,1.2318374958228742,0.933011855088271,2.13763021199775,0.9455010110660536,-1.2884098968698618,6,intermediate_model,12
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_14.0,14.0,1.2412393855505763,0.954609924933814,2.20477184948667,0.9443620756794776,-0.7908427164990319,8,intermediate_model,11
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_1.0,1.0,1.2890670516619978,0.9834691471248476,2.27326249674777,0.9403194766928816,0.18897459070862352,9,intermediate_model,10
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,Transformer,Transformer_14.0,14.0,1.2926775480498958,0.9884411762215498,2.3116194851372702,0.9396551467157662,0.41253457814474176,10,intermediate_model,9
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_1.0,1.0,1.306163779580764,0.996605248389306,2.31755191312208,0.9387259086983492,0.6320948410389385,11,intermediate_model,7
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_14.0,14.0,1.295262719496618,1.0345964905843568,2.36353413804701,0.9394135431037708,0.9293573964073325,11,intermediate_model,7
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_1.0,1.0,1.3448909235958166,1.0620242032137783,2.43808716062284,0.93503854677876,1.9518120098374023,13,intermediate_model,5
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalGRU,BidirectionalGRU_14.0,14.0,1.3408589578615802,1.070605146816011,2.42009153834775,0.9350728978695017,1.9262044902603124,13,intermediate_model,5
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_1.0,1.0,1.4421860418812509,1.131437486921038,2.58289875480619,0.925299384129482,4.136768979554955,15,intermediate_model,2
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,BidirectionalLSTM,BidirectionalLSTM_7.0,7.0,1.465293059755893,1.0756889946129409,2.5040490731130403,0.9225581439159178,3.8223036473114993,15,intermediate_model,2
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_7.0,7.0,1.434630928693984,1.140156748509212,2.59072628974385,0.9257652676686356,4.144860265523415,15,intermediate_model,2
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,GRU,GRU_7.0,7.0,1.5599569300415232,1.1756874853648671,2.72044853945283,0.9122288105798546,6.47096148303997,18,intermediate_model,1
204,ab,Time Series Split,Chemical + Mineralogical + Physical,Chemical + Mineralogical + Physical,Neural Networks,LSTM,LSTM_14.0,14.0,1.5613011390062836,1.288279025127433,2.89310242443033,0.9119694982542708,7.827165956127869,19,non_dominant_model,0
