Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Global Model,partner_ii,"(315, 16)",,Chemical + Properties CS Less,MLP,Out of time Split,"{""Test Size"": 0.2}",1.2652535874399915,0.007669816664541185,0.9791316252301453,0.01875305273720253,0.023312248642533274,0.00044624882014916446,0.8085494329126801,0.002323291666590206,2.643113023264102,0.036796478800640936,2.144986243911936,0.03212191649936944,0.05582183079852598,0.000843422314754215,0.11621180018296666,0.02451232618863925
