Category,Company,Features,Data Shape,Timesteps,Model,Model Params,Scaler,Scaler Params,Imputer,Imputer Params,Cross Validation,Cross Validation Params,RMSE Train,MAE Train,MAPE Train,R2 Train,RMSE Test,MAE Test,MAPE Test,R2 Test
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.187090618531184,2.193348793145732,0.052272593493399626,0.5991681260334762,3.433242358464093,2.483639926969501,0.059038620172776335,0.5447410479082242
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.016807193933839,2.0651022256831357,0.04937509254367425,0.6495159164554406,3.720396966880702,2.516501985084513,0.05905377169038706,0.39841749815912775
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.119794777292175,2.192686351548959,0.05217735455381813,0.6147228941691922,3.181376536396167,2.2705848757615215,0.05427000640423447,0.6113244221500023
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.2332750812732027,2.2997893372340705,0.05457453913572543,0.5865838630855733,3.217832963043648,2.184183493667778,0.05225203790639823,0.6033624045105905
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.1279412527398835,2.164045128307739,0.05137649098686448,0.614313346402359,3.361258442772528,2.3789966681839116,0.05735833453936401,0.5602972333184215
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",2.9878467725201716,2.0673750669481845,0.04944748590261679,0.6462692926542839,3.77381147465738,2.6877762049908047,0.06373959112087432,0.458422733813724
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.2074507703036246,2.233641743444054,0.05340552634438261,0.5913007019854342,3.4989810786398694,2.439873791103214,0.05862726666571018,0.5371788975984604
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.155307902949834,2.2404827032897083,0.05337832250282035,0.6136472556006827,3.274901742641847,2.341020832907414,0.05551192141398572,0.5560205100895012
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.175607440836148,2.239080405078043,0.05293664847817851,0.6043202563141212,3.199851377101663,2.195393284035486,0.05264253534005015,0.5949800878004639
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.1143294630837364,2.165768691391908,0.051562715096106146,0.6208893847812618,3.372464771664608,2.324256093113924,0.055633102089334974,0.5435293692039117
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.1248630987435204,2.1891161867656246,0.05222190508133556,0.6167845988599117,3.418937315134044,2.4463182199045335,0.057118991008921025,0.5357365438170588
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.168363796525782,2.2258678995688794,0.0529577343546418,0.6139306585005673,3.254312056104641,2.2643699933370907,0.05328311070550438,0.5379962310305351
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.1697843566936346,2.2296958910768554,0.05328447378914198,0.600979071899065,3.1474600181919654,2.277163393042934,0.054963106110115956,0.6214821212174151
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.0674049377473023,2.137587833140913,0.05093920138988432,0.6267418496017743,3.4809143704296486,2.3675229234945587,0.057316075403448435,0.5405322461886999
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Repeated KFold,"{""N_Splits"": 5, ""Repeats"": 3}",3.080804233014662,2.150439063045908,0.051038931432566825,0.6254567920279953,3.5098024000420147,2.437685293878241,0.05860620552959968,0.5239866434625469
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",2.140061136925271,1.4539632391492012,0.035019691225651434,0.8040581107149736,3.2979420453893793,2.487159076629375,0.06001882467827092,0.5691570599291922
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",2.1307817816044983,1.5283850796020753,0.036141977909167206,0.8129434419805965,3.8591444751550834,2.752468836589783,0.06575489019320793,0.3819831991529562
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",2.4516055029067942,1.6959890157062203,0.040464932486741934,0.7550162659423819,3.5178952211011647,2.394498534194202,0.05733824633499932,0.49390547788275885
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",2.717180257651976,1.6551238928160257,0.039264965678271854,0.7558351749686001,2.9228236497016034,1.991867975855857,0.04846823538525845,0.6700669024577784
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Blocking Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""train_size"": 0.8}",2.266592883649249,1.6450506084788215,0.03847530064665389,0.7995723311533377,3.1803796655798444,2.2789378853144964,0.05282936321112528,0.5269661272357475
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",2.1335529323726727,1.458457703820119,0.034711613715855384,0.805898911583113,3.7275004847363395,2.7889440324252783,0.066793867589465,0.43362233638424286
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",2.7294973464051537,1.9063924856424348,0.04538723534385495,0.6894531664729082,3.5962717181082975,2.7465003258671103,0.06339963275257686,0.47030766542819313
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",2.9376630667743138,2.116797762721692,0.0502664687211982,0.6424132439974453,4.407781565449821,3.2999021819631245,0.08077306182705545,0.27124573703296595
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",3.127654642044496,2.216508378401307,0.05310410072721556,0.6052602955866593,3.7918409886378823,2.924958718007298,0.06767383868459248,0.505440317594744
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Time Series Split,"{""N_Splits"": 5, ""Repeats"": 1, ""Gap"": 0}",3.1844750339338472,2.2988275083849548,0.054855231349566026,0.6063406076286378,3.1768749213092997,2.180632107639523,0.050497013825540865,0.5709479965376449
Local Model,partner_i,Chemical + Mineralogical + Feature Engineering,"(1226, 35)",,Random Forest,,,,Median,,Out of time Split,"{""Test Size"": 0.2}",3.1765236992822663,2.2908757008034675,0.054692107946670156,0.6052255063187048,3.1729394842351364,2.22235797703807,0.05179579583374672,0.5932824253724507
