Category,Company,Data Shape,Timesteps,Features,Model,Cross Validation,Cross Validation Params,RMSE Train,RMSE Train,MAE Train,MAE Train,MAPE Train,MAPE Train,R2 Train,R2 Train,RMSE Test,RMSE Test,MAE Test,MAE Test,MAPE Test,MAPE Test,R2 Test,R2 Test
,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Global Model,partner_iv,"(272, 16)",,Chemical + Properties CS Less,MLP,Out of time Split,"{""Test Size"": 0.2}",1.559498731624063,0.013635522267009238,1.1685199961942787,0.013623876742783694,0.02467717734339077,0.0003102538708283031,0.9486705244718565,0.0008970784761930471,3.901044361209443,0.00927078427929509,2.9511905445772055,0.02570886463868854,0.059389887877704654,0.0005318522080236348,0.5693410085957812,0.0020454064945043863
